negative,message
0,Just saw Hunter and Mack sprint across the parking lot together haha priceless
0,"The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #CapsFlyers"
1,I hate Verizon so much.
0,Coming in 1st and fast on the 4x1 Sprint Relay on the Lytle Meet yesterday. 2nd Overall #Handoff http://t.co/Q9v9rGVxSP
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,Get $100 or more off any new Verizon smartphone when you trade in your old one. New 2 yr. activation req'd. http://t.co/lnIfojhgFv #vzwcrowd
0,'HD Voice' using AMR-Wideband is just a marketing gimmick. True HD voice will come with thee EVS codec - http://t.co/ULrNB8Zhge
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,@VZWSupport Verizon Wireless Customer SUPPORT Please Help Me!!  Verizon Wireless Customer SUPPORT Please Help Me!!  Verizon Wireless
0,Hard Snap-On Case With Owl Design For Htc Evo 4g Lte Sprint With Pry- Triangle Case Removal Tool http://t.co/bC1vnHm955
0,@MalikBrewer I never got it fam... Dang sprint
0,Would anyone want a brand new galaxy s4 in white for verizon?
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,@JimHeathfield it's a marathon not a sprint :) but yep looking a tad sh@tty ;) #otbc
1,Thank god I am no longer a @sprint customer!!!!!!!
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,RT @washcaps: Feels good to be back at Verizon Center. #CapsFlyers starts at 12:30 p.m. on @nbc. http://t.co/NUVHi9dfec
0,Is it more about service @VZWSupport or more about price @TMobile  decisions decisions.
0,I burn so much data it's ridiculous #data #unlimited #tmobile #note3 #nolimits 266 gb http://t.co/tMUGKVpOFt
0,@ChristopheTaitt @sprintcare Nope the plan is setup so u can recruit new people to @sprint. Ur new recruit has 14 days to join your framily
0,".@amadoit ""And heels up. And jog. Heels up. And jog. Now sprint to the ref. And complain. And jog. Now knees."""
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
1,I really fucking hate sprint wtf
1,RT @Kadyjahhhhh: @___EastsideNell: I hate sprint
0,@NaturalStunna_: I need a tmobile iphone
1,Sprint service is the worst... The ffffuuuuucccckkkk
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,@JohnLegere you should implement Bitcoin within the T-Mobile infrastructure. #Amazing
0,"#CapsFlyers has begun from Verizon Center; back to back games in back to back days for Washington, let's do it boys! #RockTheRed #NHL"
0,"RT @dcaraviello: AJ Foyt says he knows some have knocked his friend Tony Stewart for racing sprint cars. Life is too short, he said. Got to"
0,@Viclovesracing Gone only 2 days & the @brouwerrangers have taken up residence on my bricks in front of Verizon Ctr? For shame! #blameryan
1,#Verizon CEO Lowell McAdam wants heavy internet users to pay more.Verizon CEO Lowell McAdam can suck my dick.Heavy users already pay more
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,Verizon said I reached my drunk text limit for the month
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,New on Ebay! New Iphone 5s NEW Apple iPhone 5S (Latest Model) - 16GB - GOLD (Sprint) Sma... http://t.co/88BQZ5LATy http://t.co/wn9xw4thD8
0,RT @TylerReddick: Can't wait for the Sprint Cup race today
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,At the Verizon Center for the game against the Flyers....LET'S GO CAPS
0,Guess I'm stuck watching it on my phone since @Verizon is offering the @washcaps game as the exclusive free game.. @nhl center ice is suckin
0,New on Ebay! New Iphone 5s Apple iPhone 5S (Latest Model) - 16GB - Gold (Verizon) Factor... http://t.co/PVTE3vLeBA http://t.co/8DEjMI6IEO
0,"AT&T Factory Unlock iPhone 5s, 5c, 5 and 4s on O2, Verizon and T-Mobile http://t.co/I9YztG1o4M"
1,"Verizon wants to charge power users more, says it's BECAUSE of net neutrality http://t.co/8te5Ai8Iir"
0,"@BennettSadie yes, and I went to Verizon and it was working for a little but it stopped again!"
0,@Baum_squad2 @SAzemar they're healthy-ish!Would definitely qualify for Track Tramp/Sprint Slut(mom is thinking ahead) http://t.co/A0zGrEUkMF
0,Missing apps after the Kit-Kat update? Try restarting you phone a second time http://t.co/55zmFiokBI #andriod
0,Can't Sprint but I can Run
0,#Flyers #Caps from the Verizon Center. Let's get it.
0,"AT&T Factory Unlock iPhone 5s, 5c, 5 and 4s on O2, Verizon and T-Mobile: When you wish to unlock iPhone 5s, yo... http://t.co/fTO9VF98Yg"
0,Let's Go Caps!!!
0,@SavvyBeth I currently have us cellular and I was gonna switch to verizon if us cell had no deals. But I cant even switch bc it'd be $350 :l
0,RT @cshaff4: #Flyers #Caps from the Verizon Center. Let's get it.
1,"If blockbuster came back with a phone service I'd consider leaving Sprint for them. Like, this is tragic."
0,CARBON-KK-NIGHTLY-20140302-0945-toroplus.zip | Google Galaxy Nexus (Sprint) |CarbonROM http://t.co/1bAfozOBDe
0,need to go back up to Sprint today
0,"I'm at Phoenix International Raceway - @phoenixraceway for NASCAR Sprint Cup Series at Phoenix (Avondale, AZ) http://t.co/QM68nyQMwi"
1,RT @Pretty_Shawnaa: I really fucking hate sprint wtf
1,RT @HotApparel: Sprint service is the worst... The ffffuuuuucccckkkk
0,RT @toddiikinz: To catch a bus round here you foreal gotta sprint yo ass off to catch it because they dont give a damn if they see you runn
0,HUMBLE  my friend selling a I phone 5 for 175 t-mobile
0,Anyone have like a Verizon phone they can lend me until my next upgrade?...
0,@hellogiggles @shaymitch @sprint Best Framily #Framily #HGParty #OscarsParty http://t.co/mPmgY0w4YV
0,RT @sprint: .@shaymitch will live tweet & award smartphones during @HelloGiggles #Oscars Party #HGparty http://t.co/N1NT5JvmMp http://t.co/
0,RT @MiracleTechs: The Next Big Thing Is Almost Here http://t.co/uiB658FEtO via @TMobile
0,Anyone have an extra sprint phone #Phoneless
0,RT @RAB_Racing: @RAB_Racing's own crew chief @C_Rice1 breaks down all the #NASCAR action today from @PhoenixRacewayhttp://t.co/zjtl0aB2Rr
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,Sprint is almost here! http://t.co/1Ws2ndwCji
0,"Getting GLAM with Cody Johns, LeJuan__James and T-Mobile Latino for #PremioLoNuestro How do we look? #VineF... https://t.co/2sFKneoDgC"
0,"RT @StewartHaasRcng: Average time of a #NASCAR Sprint Cup Series race @PhoenixRaceway is 2 hours, 58 minutes."
0,"RT @craigkarmazin: So excited to be broadcasting from our new GKB Wireless Verizon location in West Bend, Wi  with Mark Chmura until noon o"
1,Haven't even had my phone for a month and I've been to t-mobile 30 times with different problems on my my phone._.
0,did I just meet my soul mate on the verizon wireless customer service hotline? YES.
1,@Verizon your techs closed our ticket 3x yesterday. I spent 2 hours on the phone to get the tech out. They are trolls afraid of the rain
1,@Pretty_Shawnaa: I really fucking hate sprint wtf
1,@V1rawl good thing verizon can't read that huh? (   )
0,@Laughlin18 @washcaps If Verizon Center be a rockin' then Ovie be a poppin' #Ginos #RockTheRed
0,think i hear my dad switching phone services down stairs & even though i love verizon im happy bc this means i finally get my smart phone
0,"Its not always wise to strike as hard as you can at the first opportunity. This is a long race, not a sprint."
0,T-Mobile LG G2 Android 4.4.2 KitKat Update Released via Ubergizmo - It may be one of 2013's best ... http://t.co/e6uErLsvRG
0,RT @SCMagazine: Scammers use Verizon tech support number to lure users to scam website | http://t.co/VXmUwBpJNa
1,I just love spending my Sunday morning re-cancelling an account I cancelled a month ago. #Sprint - worst customer service ever.
0,Verizon joint-stock company ethernet vpl recondition: qbJVQSzS
0,is the verizon center actually half empty as it looks on tv?
0,"RT @JHerraez: Si se entera nuestro gobierno, nos damos por clavados. ""@VideoGamesFacts: Verizon says gamers should pay more for bandwidth."""
1,@natgotyouhard I hate the 5c hate this wack shit. But I got no choice tmobile wack af
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
1,"@Verizon 4th ticket scheduled 8-12 today, recieved a text, rescheduled by 1pm, we were supposed to be the 1st one to be fixed. #fail"
0,Apple iPhone 4S - 32GB - White (Sprint) Smartphone: $158.50 (39 Bids) End Date: Sunday Mar-2-2014 7:02:54 PST Buy... http://t.co/LRvZx8sZRk
0,"@NutmegRadio ""ok, defenders, you sprint to the touch line referee! both arms raised! and then backpedal. forwards, you're writhing in pain."""
0,Great Condition Apple iPhone 4s - 16GB - Black (Sprint) Smartphone: $130.00 (0 Bids) End Date: Sunday Mar-2-2014... http://t.co/Pb172u2Xs9
0,Senior Phone BLU Zoey Unlock-Gsm Camera BT- Works on AT&T Tmobile blk/blue: $24.85 End Date: Wednesday Mar-5-2014... http://t.co/pOz49rEQgR
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,"RT @NutmegRadio: .@amadoit ""And heels up. And jog. Heels up. And jog. Now sprint to the ref. And complain. And jog. Now knees."""
0,Hey sprint if you could activate my phone that would be awesome!
0,RT @Cyclingnewsfeed: Tom Boonen (Omega Pharma Quick Step) wins Kuurne-Brussel-Kuurne in a sprint finish. http://t.co/yUwKwy4ZWP
0,"@MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race."""
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
1,I Swear Sprint And Apple Be Fucking Up Together
0,Sprint white iPhone 5c (latest Model) MINT 32GB (iCloud Activation Locked): $102.50 (20 Bids) End Date: Sunday... http://t.co/0HGyKfNsh3
0,Heard about the More Everything plan from @Verizon? Definitely something a #military family can use to save! http://t.co/6rKykDCNej #vzwbuzz
1,What in the world is going on with my phone? I don't get ANY messages unless I have wifi. This isn't good. @Verizon
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
0,got that t-mobile jump plan
0,@isaac_hebert199 cause verizon i could get ther pre payed plan for 50 dollars a month
0,RT @MegaDriver86: Carl Edwards won last March's @NASCAR Sprint Cup Series race @PhoenixRaceway. @RoushFenway @RandyPR99 http://t.co/zhg1BXV
0,Sprint wanna keep giving me a hard time im bouta cus they ass out
1,"It's frustrating that I don't get service inside of my house and the only thing verizon does is say huh, that's weird."
1,"My Sprint phone and I have a special code we communicate with, for example when it says 4GLTE I know that's code for no data signal."
0,@SiriusXMNASCAR @NASCAR @sprint @PhoenixRaceway @MRNRadio Kyle busch
1,"@Verizon also, are your techs mute? Instructed to call my # prior to arrival, 2x no call, closed ticket without my knowledge yesterday #fail"
0,tmobile phone: $0.99 (0 Bids) End Date: Sunday Mar-2-2014 8:37:54 PST Buy It Now for only: $100.51 Buy It Now |... http://t.co/zeDB2px4pg
1,I hate paying sprint weak ass service
1,I hate Sprint
0,Lost my friends and 3 yesterday.. Like we got there and I didn't see them again. I blame sprint :(
1,@YouANess_1994: I Swear Sprint And Apple Be Fucking Up Together
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,#ByeBitch I'll see you when you come crawling back to verizon
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,#VIP at the #caps v #flyers game. LET'S GO CAPS!! #hockey #lpnoinsta #eastcoastma @ Verizon Center http://t.co/OtdOA9oYVK
0,"RT @Lera_Armstrong: Getting GLAM with Cody Johns, LeJuan__James and T-Mobile Latino for #PremioLoNuestro How do we look? #VineF... https://"
0,T-Mobile Galaxy 3 w/ flpy brds: $700.00 (0 Bids) End Date: Sunday Mar-2-2014 8:10:41 PST Buy It Now for only:... http://t.co/dWEcJ1y12x
1,Sprint service really bad
0,Verizon: Heavy Web users should pay more | PCWorld http://t.co/RfkBY7azHT via @pcworld
0,200m Air Raid Shelter Wheelchair Sprint #LikelyWinterParalympicEvents
1,RT @EveryoneLOVENay: Sprint service really bad
0,"RT @DroidMasterRace: The first Android phone, the T-Mobile G1 (also called the HTC Dream). http://t.co/Bm6RzdtmWa"
1,RT @_laeazy: I hate Sprint
0,RT @MegaDriver86: Carl Edwards won last March's @NASCAR Sprint Cup Series race @PhoenixRaceway. @RoushFenway @RandyPR99 http://t.co/zhg1BXV
0,@sprint @SamsungMobile why won't my S4 update?
0,"Should i upgrade to the 5s or wait til my contract expires and go to verizon, at&t, or T-Mobile ?"
0,I'm giving away: Verizon JetPack. Check it out - http://t.co/0nROu6Zg8g #listia
1,@_laeazy: I hate Sprint
0,thinking about going to the galaxy && Verizon
0,"VERIZON FIOS DOWNLOAD SPEED TEST: Name:Verizon Fios Speed TestFile size:20 MBDate added:June 17, 2013Price:Fre... http://t.co/dBL1AhAvqd"
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
1,"@Verizon is your motto ""no support for small businesses"" #epicfail #fail"
0,Caps vs Flyers! #LetsGoCaps @ Verizon Center http://t.co/JRKyoI7S5d
0,Omg the red bearded guy in the Sprint commercial is so fucking hot wtf
0,Can I just say I love #verizon customer service.. Always super nice and helpful
1,Verizon wireless in fairfield next to chipotle has THE WORST customer service
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
0,Semifinals of DC tourney today. Win and we're heading to the verizon center
0,#Manchester Monarchs vs Bridgeport Sound Tigers - Mar 14 at Verizon Wireless Arena - NHTickets: http://t.co/H3kC8Oe4wb
1,The Verizon Center needs to wake up
0,Manchester Monarchs vs Bridgeport Sound Tigers - Mar 14 at Verizon Wireless Arena - NHTickets: http://t.co/H3kC8Oe4wb
1,RT @pbnJully: Fuck tmobile
0,"RT @DroidMasterRace: The first Android phone, the T-Mobile G1 (also called the HTC Dream). http://t.co/Bm6RzdtmWa"
0,Lots of empty seats in the Verizon Center. You'd never see that at @NHLFlyers games in the Wells Fargo Center. #Flyers
0,RT @washcaps: Feels good to be back at Verizon Center. #CapsFlyers starts at 12:30 p.m. on @nbc. http://t.co/NUVHi9dfec
0,Verizon is always so busy no matter what time you go in
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
